"State","Diagnosis Related Group","Denominator","Footnote","Measure Start Date","Measure End Date"
"TN","Major small and large bowel procedures w MCC","1026","","10/01/2012","09/30/2013"
"TX","Major small and large bowel procedures w MCC","2835","","10/01/2012","09/30/2013"
"UT","Major small and large bowel procedures w MCC","249","","10/01/2012","09/30/2013"
"VA","Major small and large bowel procedures w MCC","1107","","10/01/2012","09/30/2013"
"VI","Major small and large bowel procedures w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"VT","Major small and large bowel procedures w MCC","51","","10/01/2012","09/30/2013"
"WA","Major small and large bowel procedures w MCC","799","","10/01/2012","09/30/2013"
"WI","Major small and large bowel procedures w MCC","800","","10/01/2012","09/30/2013"
"WV","Major small and large bowel procedures w MCC","379","","10/01/2012","09/30/2013"
"WY","Major small and large bowel procedures w MCC","64","","10/01/2012","09/30/2013"
"AK","Stomach, esophageal duodenal proc w/o CC/MCC","12","","10/01/2012","09/30/2013"
"AL","Stomach, esophageal duodenal proc w/o CC/MCC","192","","10/01/2012","09/30/2013"
"AR","Stomach, esophageal duodenal proc w/o CC/MCC","133","","10/01/2012","09/30/2013"
"AZ","Stomach, esophageal duodenal proc w/o CC/MCC","219","","10/01/2012","09/30/2013"
"CA","Stomach, esophageal duodenal proc w/o CC/MCC","799","","10/01/2012","09/30/2013"
"CO","Stomach, esophageal duodenal proc w/o CC/MCC","193","","10/01/2012","09/30/2013"
"CT","Stomach, esophageal duodenal proc w/o CC/MCC","131","","10/01/2012","09/30/2013"
"DC","Stomach, esophageal duodenal proc w/o CC/MCC","52","","10/01/2012","09/30/2013"
"DE","Stomach, esophageal duodenal proc w/o CC/MCC","43","","10/01/2012","09/30/2013"
"FL","Stomach, esophageal duodenal proc w/o CC/MCC","609","","10/01/2012","09/30/2013"
"GA","Stomach, esophageal duodenal proc w/o CC/MCC","254","","10/01/2012","09/30/2013"
"HI","Stomach, esophageal duodenal proc w/o CC/MCC","25","","10/01/2012","09/30/2013"
"IA","Stomach, esophageal duodenal proc w/o CC/MCC","87","","10/01/2012","09/30/2013"
"ID","Stomach, esophageal duodenal proc w/o CC/MCC","61","","10/01/2012","09/30/2013"
"IL","Stomach, esophageal duodenal proc w/o CC/MCC","341","","10/01/2012","09/30/2013"
"IN","Stomach, esophageal duodenal proc w/o CC/MCC","235","","10/01/2012","09/30/2013"
"KS","Stomach, esophageal duodenal proc w/o CC/MCC","80","","10/01/2012","09/30/2013"
"KY","Stomach, esophageal duodenal proc w/o CC/MCC","207","","10/01/2012","09/30/2013"
"LA","Stomach, esophageal duodenal proc w/o CC/MCC","138","","10/01/2012","09/30/2013"
"MA","Stomach, esophageal duodenal proc w/o CC/MCC","284","","10/01/2012","09/30/2013"
"MD","Stomach, esophageal duodenal proc w/o CC/MCC","172","","10/01/2012","09/30/2013"
"ME","Stomach, esophageal duodenal proc w/o CC/MCC","74","","10/01/2012","09/30/2013"
"MI","Stomach, esophageal duodenal proc w/o CC/MCC","357","","10/01/2012","09/30/2013"
"MN","Stomach, esophageal duodenal proc w/o CC/MCC","197","","10/01/2012","09/30/2013"
"MO","Stomach, esophageal duodenal proc w/o CC/MCC","213","","10/01/2012","09/30/2013"
"MS","Stomach, esophageal duodenal proc w/o CC/MCC","93","","10/01/2012","09/30/2013"
"MT","Stomach, esophageal duodenal proc w/o CC/MCC","37","","10/01/2012","09/30/2013"
"NC","Stomach, esophageal duodenal proc w/o CC/MCC","358","","10/01/2012","09/30/2013"
"ND","Stomach, esophageal duodenal proc w/o CC/MCC","29","","10/01/2012","09/30/2013"
"NE","Stomach, esophageal duodenal proc w/o CC/MCC","87","","10/01/2012","09/30/2013"
"NH","Stomach, esophageal duodenal proc w/o CC/MCC","52","","10/01/2012","09/30/2013"
"NJ","Stomach, esophageal duodenal proc w/o CC/MCC","189","","10/01/2012","09/30/2013"
"NM","Stomach, esophageal duodenal proc w/o CC/MCC","37","","10/01/2012","09/30/2013"
"NV","Stomach, esophageal duodenal proc w/o CC/MCC","49","","10/01/2012","09/30/2013"
"NY","Stomach, esophageal duodenal proc w/o CC/MCC","627","","10/01/2012","09/30/2013"
"OH","Stomach, esophageal duodenal proc w/o CC/MCC","301","","10/01/2012","09/30/2013"
"OK","Stomach, esophageal duodenal proc w/o CC/MCC","109","","10/01/2012","09/30/2013"
"OR","Stomach, esophageal duodenal proc w/o CC/MCC","188","","10/01/2012","09/30/2013"
"PA","Stomach, esophageal duodenal proc w/o CC/MCC","453","","10/01/2012","09/30/2013"
"PR","Stomach, esophageal duodenal proc w/o CC/MCC","18","","10/01/2012","09/30/2013"
"RI","Stomach, esophageal duodenal proc w/o CC/MCC","36","","10/01/2012","09/30/2013"
"SC","Stomach, esophageal duodenal proc w/o CC/MCC","152","","10/01/2012","09/30/2013"
"SD","Stomach, esophageal duodenal proc w/o CC/MCC","48","","10/01/2012","09/30/2013"
"TN","Stomach, esophageal duodenal proc w/o CC/MCC","216","","10/01/2012","09/30/2013"
"TX","Stomach, esophageal duodenal proc w/o CC/MCC","632","","10/01/2012","09/30/2013"
"UT","Stomach, esophageal duodenal proc w/o CC/MCC","85","","10/01/2012","09/30/2013"
"VA","Stomach, esophageal duodenal proc w/o CC/MCC","233","","10/01/2012","09/30/2013"
"VI","Stomach, esophageal duodenal proc w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"VT","Stomach, esophageal duodenal proc w/o CC/MCC","22","","10/01/2012","09/30/2013"
"WA","Stomach, esophageal duodenal proc w/o CC/MCC","250","","10/01/2012","09/30/2013"
"WI","Stomach, esophageal duodenal proc w/o CC/MCC","217","","10/01/2012","09/30/2013"
"WV","Stomach, esophageal duodenal proc w/o CC/MCC","60","","10/01/2012","09/30/2013"
"WY","Stomach, esophageal duodenal proc w/o CC/MCC","12","","10/01/2012","09/30/2013"
"AK","Cervical spinal fusion w/o CC/MCC","85","","10/01/2012","09/30/2013"
"AL","Cervical spinal fusion w/o CC/MCC","1055","","10/01/2012","09/30/2013"
"AR","Cervical spinal fusion w/o CC/MCC","449","","10/01/2012","09/30/2013"
"AZ","Cervical spinal fusion w/o CC/MCC","511","","10/01/2012","09/30/2013"
"CA","Cervical spinal fusion w/o CC/MCC","1930","","10/01/2012","09/30/2013"
"CO","Cervical spinal fusion w/o CC/MCC","436","","10/01/2012","09/30/2013"
"CT","Cervical spinal fusion w/o CC/MCC","244","","10/01/2012","09/30/2013"
"DC","Cervical spinal fusion w/o CC/MCC","116","","10/01/2012","09/30/2013"
"DE","Cervical spinal fusion w/o CC/MCC","112","","10/01/2012","09/30/2013"
"FL","Cervical spinal fusion w/o CC/MCC","2320","","10/01/2012","09/30/2013"
"GA","Cervical spinal fusion w/o CC/MCC","1352","","10/01/2012","09/30/2013"
"HI","Cervical spinal fusion w/o CC/MCC","33","","10/01/2012","09/30/2013"
"IA","Cervical spinal fusion w/o CC/MCC","222","","10/01/2012","09/30/2013"
"ID","Cervical spinal fusion w/o CC/MCC","294","","10/01/2012","09/30/2013"
"IL","Cervical spinal fusion w/o CC/MCC","865","","10/01/2012","09/30/2013"
"IN","Cervical spinal fusion w/o CC/MCC","785","","10/01/2012","09/30/2013"
"KS","Cervical spinal fusion w/o CC/MCC","320","","10/01/2012","09/30/2013"
"KY","Cervical spinal fusion w/o CC/MCC","545","","10/01/2012","09/30/2013"
"LA","Cervical spinal fusion w/o CC/MCC","661","","10/01/2012","09/30/2013"
"MA","Cervical spinal fusion w/o CC/MCC","542","","10/01/2012","09/30/2013"
"MD","Cervical spinal fusion w/o CC/MCC","534","","10/01/2012","09/30/2013"
"ME","Cervical spinal fusion w/o CC/MCC","109","","10/01/2012","09/30/2013"
"MI","Cervical spinal fusion w/o CC/MCC","1202","","10/01/2012","09/30/2013"
"MN","Cervical spinal fusion w/o CC/MCC","376","","10/01/2012","09/30/2013"
"MO","Cervical spinal fusion w/o CC/MCC","900","","10/01/2012","09/30/2013"
"MS","Cervical spinal fusion w/o CC/MCC","451","","10/01/2012","09/30/2013"
"MT","Cervical spinal fusion w/o CC/MCC","160","","10/01/2012","09/30/2013"
"NC","Cervical spinal fusion w/o CC/MCC","1435","","10/01/2012","09/30/2013"
"ND","Cervical spinal fusion w/o CC/MCC","71","","10/01/2012","09/30/2013"
"NE","Cervical spinal fusion w/o CC/MCC","206","","10/01/2012","09/30/2013"
"NH","Cervical spinal fusion w/o CC/MCC","81","","10/01/2012","09/30/2013"
"NJ","Cervical spinal fusion w/o CC/MCC","391","","10/01/2012","09/30/2013"
"NM","Cervical spinal fusion w/o CC/MCC","87","","10/01/2012","09/30/2013"
"NV","Cervical spinal fusion w/o CC/MCC","430","","10/01/2012","09/30/2013"
"NY","Cervical spinal fusion w/o CC/MCC","1153","","10/01/2012","09/30/2013"
"OH","Cervical spinal fusion w/o CC/MCC","1112","","10/01/2012","09/30/2013"
"OK","Cervical spinal fusion w/o CC/MCC","614","","10/01/2012","09/30/2013"
"OR","Cervical spinal fusion w/o CC/MCC","431","","10/01/2012","09/30/2013"
"PA","Cervical spinal fusion w/o CC/MCC","977","","10/01/2012","09/30/2013"
"PR","Cervical spinal fusion w/o CC/MCC","147","","10/01/2012","09/30/2013"
"RI","Cervical spinal fusion w/o CC/MCC","79","","10/01/2012","09/30/2013"
"SC","Cervical spinal fusion w/o CC/MCC","987","","10/01/2012","09/30/2013"
"SD","Cervical spinal fusion w/o CC/MCC","124","","10/01/2012","09/30/2013"
"TN","Cervical spinal fusion w/o CC/MCC","1085","","10/01/2012","09/30/2013"
"TX","Cervical spinal fusion w/o CC/MCC","2587","","10/01/2012","09/30/2013"
"UT","Cervical spinal fusion w/o CC/MCC","298","","10/01/2012","09/30/2013"
"VA","Cervical spinal fusion w/o CC/MCC","864","","10/01/2012","09/30/2013"
"VI","Cervical spinal fusion w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"VT","Cervical spinal fusion w/o CC/MCC","39","","10/01/2012","09/30/2013"
"WA","Cervical spinal fusion w/o CC/MCC","722","","10/01/2012","09/30/2013"
"WI","Cervical spinal fusion w/o CC/MCC","327","","10/01/2012","09/30/2013"
"WV","Cervical spinal fusion w/o CC/MCC","211","","10/01/2012","09/30/2013"
"WY","Cervical spinal fusion w/o CC/MCC","72","","10/01/2012","09/30/2013"
"AK","Cervical spinal fusion w MCC","12","","10/01/2012","09/30/2013"
"AL","Cervical spinal fusion w MCC","60","","10/01/2012","09/30/2013"
"AR","Cervical spinal fusion w MCC","30","","10/01/2012","09/30/2013"
"AZ","Cervical spinal fusion w MCC","81","","10/01/2012","09/30/2013"
"CA","Cervical spinal fusion w MCC","298","","10/01/2012","09/30/2013"
"CO","Cervical spinal fusion w MCC","55","","10/01/2012","09/30/2013"
"CT","Cervical spinal fusion w MCC","52","","10/01/2012","09/30/2013"
"DC","Cervical spinal fusion w MCC","25","","10/01/2012","09/30/2013"
"DE","Cervical spinal fusion w MCC","20","","10/01/2012","09/30/2013"
"FL","Cervical spinal fusion w MCC","224","","10/01/2012","09/30/2013"
"GA","Cervical spinal fusion w MCC","109","","10/01/2012","09/30/2013"
"HI","Cervical spinal fusion w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"IA","Cervical spinal fusion w MCC","32","","10/01/2012","09/30/2013"
"ID","Cervical spinal fusion w MCC","31","","10/01/2012","09/30/2013"
"IL","Cervical spinal fusion w MCC","164","","10/01/2012","09/30/2013"
"IN","Cervical spinal fusion w MCC","71","","10/01/2012","09/30/2013"
"KS","Cervical spinal fusion w MCC","30","","10/01/2012","09/30/2013"
"KY","Cervical spinal fusion w MCC","54","","10/01/2012","09/30/2013"
"LA","Cervical spinal fusion w MCC","74","","10/01/2012","09/30/2013"
"MA","Cervical spinal fusion w MCC","81","","10/01/2012","09/30/2013"
"MD","Cervical spinal fusion w MCC","106","","10/01/2012","09/30/2013"
"ME","Cervical spinal fusion w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"MI","Cervical spinal fusion w MCC","171","","10/01/2012","09/30/2013"
"MN","Cervical spinal fusion w MCC","72","","10/01/2012","09/30/2013"
"MO","Cervical spinal fusion w MCC","88","","10/01/2012","09/30/2013"
"MS","Cervical spinal fusion w MCC","42","","10/01/2012","09/30/2013"
"MT","Cervical spinal fusion w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"NC","Cervical spinal fusion w MCC","174","","10/01/2012","09/30/2013"
"ND","Cervical spinal fusion w MCC","14","","10/01/2012","09/30/2013"
"NE","Cervical spinal fusion w MCC","21","","10/01/2012","09/30/2013"
"NH","Cervical spinal fusion w MCC","15","","10/01/2012","09/30/2013"
"NJ","Cervical spinal fusion w MCC","66","","10/01/2012","09/30/2013"
"NM","Cervical spinal fusion w MCC","14","","10/01/2012","09/30/2013"
"NV","Cervical spinal fusion w MCC","46","","10/01/2012","09/30/2013"
"NY","Cervical spinal fusion w MCC","149","","10/01/2012","09/30/2013"
"OH","Cervical spinal fusion w MCC","153","","10/01/2012","09/30/2013"
"OK","Cervical spinal fusion w MCC","50","","10/01/2012","09/30/2013"
"OR","Cervical spinal fusion w MCC","43","","10/01/2012","09/30/2013"
"PA","Cervical spinal fusion w MCC","123","","10/01/2012","09/30/2013"
"PR","Cervical spinal fusion w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"RI","Cervical spinal fusion w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"SC","Cervical spinal fusion w MCC","88","","10/01/2012","09/30/2013"
"SD","Cervical spinal fusion w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"TN","Cervical spinal fusion w MCC","92","","10/01/2012","09/30/2013"
"TX","Cervical spinal fusion w MCC","271","","10/01/2012","09/30/2013"
"UT","Cervical spinal fusion w MCC","31","","10/01/2012","09/30/2013"
"VA","Cervical spinal fusion w MCC","110","","10/01/2012","09/30/2013"
"VT","Cervical spinal fusion w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"WA","Cervical spinal fusion w MCC","92","","10/01/2012","09/30/2013"
"WI","Cervical spinal fusion w MCC","61","","10/01/2012","09/30/2013"
"WV","Cervical spinal fusion w MCC","25","","10/01/2012","09/30/2013"
"AK","Cervical spinal fusion w CC","24","","10/01/2012","09/30/2013"
