Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,MSPB-1 Performance Rate,MSPB-1 Achievement Points,MSPB-1 Improvement Points,MSPB-1 Measure Score
"180067","UNIVERSITY OF KENTUCKY HOSPITAL","800 ROSE STREET","Lexington","KY","40536","FAYETTE","1.004201","0 out of 10","0 out of 9","0 out of 10"
"220074","SOUTHCOAST HOSPITAL GROUP, INC","363 HIGHLAND AVENUE","Fall River","MA","02720-3703","BRISTOL","1.049550","0 out of 10","0 out of 9","0 out of 10"
"030012","YAVAPAI REGIONAL MEDICAL CENTER","1003 WILLOW CREEK ROAD","Prescott","AZ","863011641","YAVAPAI","0.980958","1 out of 10","0 out of 9","1 out of 10"
"180079","HARRISON MEMORIAL HOSPITAL","1210 KY HWY 36 E","Cynthiana","KY","41031","HARRISON","0.957373","2 out of 10","0 out of 9","2 out of 10"
"490123","RAPPAHANNOCK GENERAL HOSPITAL","101 HARRIS ROAD","Kilmarnock","VA","22482","LANCASTER","0.929456","4 out of 10","0 out of 9","4 out of 10"
"110161","NORTHSIDE HOSPITAL","1000 JOHNSON FERRY ROAD, NE","Atlanta","GA","30342","FULTON","1.026457","0 out of 10","0 out of 9","0 out of 10"
"050295","MERCY HOSPITAL","2215 TRUXTUN AVENUE","Bakersfield","CA","93301","KERN","1.034900","0 out of 10","0 out of 9","0 out of 10"
"030038","SCOTTSDALE HEALTHCARE OSBORN MEDICAL CENTER","7400 EAST OSBORN ROAD","Scottsdale","AZ","85251","MARICOPA","0.997343","0 out of 10","2 out of 9","2 out of 10"
"450539","COVENANT HOSPITAL PLAINVIEW","2601 DIMMITT RD","Plainview","TX","79072","HALE","0.941343","3 out of 10","2 out of 9","3 out of 10"
"110191","PIEDMONT HENRY HOSPITAL","1133 EAGLE'S LANDING PARKWAY","Stockbridge","GA","30281","HENRY","0.978446","1 out of 10","0 out of 9","1 out of 10"
"670023","METHODIST MANSFIELD MEDICAL CENTER","2700 E BROAD STREET","Mansfield","TX","76063","TARRANT","1.103263","0 out of 10","0 out of 9","0 out of 10"
"010019","HELEN KELLER MEMORIAL HOSPITAL","1300 SOUTH MONTGOMERY AVENUE","Sheffield","AL","35660","COLBERT","1.080755","0 out of 10","0 out of 9","0 out of 10"
"450848","MEMORIAL HERMANN SUGAR LAND HOSPITAL","17500 W GRAND PARKWAY SOUTH","Sugar Land","TX","77479","FORT BEND","1.067411","0 out of 10","2 out of 9","2 out of 10"
"040004","WASHINGTON REGIONAL MED CTR AT NORTH HILLS","3215 N NORTH HILLS BLVD","Fayetteville","AR","72703","WASHINGTON","1.040351","0 out of 10","0 out of 9","0 out of 10"
"230092","ALLEGIANCE HEALTH","205 N EAST AVE","Jackson","MI","49201","JACKSON","0.956021","2 out of 10","0 out of 9","2 out of 10"
"360152","DOCTORS HOSPITAL","5100 WEST  BROAD STREET","Columbus","OH","43228","FRANKLIN","0.935024","3 out of 10","4 out of 9","4 out of 10"
"100106","DOCTOR'S MEMORIAL HOSPITAL INC","333 N BYRON BUTLER PKWY","Perry","FL","32347","TAYLOR","0.907146","5 out of 10","4 out of 9","5 out of 10"
"180064","SAINT JOSEPH MOUNT STERLING","225 FALCON DRIVE","Mount Sterling","KY","40353","MONTGOMERY","1.028859","0 out of 10","0 out of 9","0 out of 10"
"450054","SCOTT & WHITE MEMORIAL HOSPITAL","2401 31ST ST","Temple","TX","76508","BELL","0.934670","3 out of 10","2 out of 9","3 out of 10"
"450231","BAPTIST ST ANTHONY'S HOSPITAL","1600 WALLACE BLVD","Amarillo","TX","79106","POTTER","1.028030","0 out of 10","0 out of 9","0 out of 10"
"370030","INTEGRIS BLACKWELL REGIONAL HOSPITAL","710 SOUTH 13TH STREET","Blackwell","OK","74631","KAY","0.869047","7 out of 10","4 out of 9","7 out of 10"
"190151","RICHARDSON MEDICAL CENTER","254 HIGHWAY 3048","Rayville","LA","71269","RICHLAND","0.927920","4 out of 10","4 out of 9","4 out of 10"
"140135","DECATUR MEMORIAL HOSPITAL","2300 NORTH EDWARD STREET","Decatur","IL","62526","MACON","0.945454","3 out of 10","0 out of 9","3 out of 10"
"030078","PHOENIX INDIAN MEDICAL CENTER","4212 NORTH 16TH STREET","Phoenix","AZ","850165389","MARICOPA","0.800947","10 out of 10","0 out of 9","10 out of 10"
"010054","DECATUR MORGAN HOSPITAL-PARKWAY CAMPUS","1874 BELTLINE RD SW","Decatur","AL","35601","MORGAN","0.940634","3 out of 10","2 out of 9","3 out of 10"
"050278","PROVIDENCE HOLY CROSS MEDICAL CENTER","15031 RINALDI ST","Mission Hills","CA","91346","LOS ANGELES","1.020723","0 out of 10","1 out of 9","1 out of 10"
"050089","COMMUNITY HOSPITAL OF SAN BERNARDINO","1805 MEDICAL CENTER DRIVE","San Bernardino","CA","92411","SAN BERNARDINO","1.025520","0 out of 10","0 out of 9","0 out of 10"
"070002","ST FRANCIS HOSPITAL & MEDICAL CENTER","114 WOODLAND STREET","Hartford","CT","06105","HARTFORD","1.023446","0 out of 10","1 out of 9","1 out of 10"
"220105","WINCHESTER HOSPITAL","41 HIGHLAND AVENUE","Winchester","MA","01890","MIDDLESEX","1.034839","0 out of 10","0 out of 9","0 out of 10"
"330276","NATHAN LITTAUER HOSPITAL","99 EAST STATE STREET","Gloversville","NY","12078","FULTON","0.875136","7 out of 10","0 out of 9","7 out of 10"
"330204","BELLEVUE HOSPITAL CENTER","462 FIRST AVENUE","New York","NY","10016","NEW YORK","0.947336","3 out of 10","0 out of 9","3 out of 10"
"440148","STONES RIVER HOSPITAL AND DEKALB COMMUNITY HOSP","520 W MAIN ST","Smithville","TN","37166","DE KALB","0.957273","2 out of 10","0 out of 9","2 out of 10"
"310017","CHILTON MEDICAL CENTER","97 WEST PARKWAY","Pompton Plains","NJ","07444","MORRIS","1.088284","0 out of 10","1 out of 9","1 out of 10"
"330153","ELLIS HOSPITAL","1101 NOTT STREET","Schenectady","NY","12308","SCHENECTADY","0.958716","2 out of 10","0 out of 9","2 out of 10"
"330277","CORNING HOSPITAL","176 DENISON PARKWAY EAST","Corning","NY","14830","STEUBEN","0.913048","5 out of 10","0 out of 9","5 out of 10"
"380018","ASANTE ROGUE REGIONAL MEDICAL CENTER","2825 E BARNETT ROAD","Medford","OR","97504","JACKSON","0.910416","5 out of 10","0 out of 9","5 out of 10"
"280065","GREAT PLAINS HEALTH","601 WEST LEOTA ST","North Platte","NE","69101","LINCOLN","0.964401","2 out of 10","0 out of 9","2 out of 10"
"330056","BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS","121 DEKALB AVENUE","Brooklyn","NY","11201","KINGS","1.000875","0 out of 10","0 out of 9","0 out of 10"
"520116","UW HEALTH PARTNERS  WATERTOWN REGIONAL MED CTR","125 HOSPITAL DRIVE","Watertown","WI","53098","DODGE","0.947283","3 out of 10","0 out of 9","3 out of 10"
"190041","CHRISTUS HEALTH SHREVEPORT - BOSSIER","1453 E BERT KOUNS INDUSTRIAL DRIVE","Shreveport","LA","71105","CADDO","1.085909","0 out of 10","0 out of 9","0 out of 10"
"490013","HALIFAX REGIONAL HOSPITAL","2204 WILBORN AVENUE","South Boston","VA","24592","HALIFAX","0.901604","5 out of 10","1 out of 9","5 out of 10"
"360072","FAIRFIELD MEDICAL CENTER","401 NORTH EWING STREET","Lancaster","OH","43130","FAIRFIELD","0.999163","0 out of 10","0 out of 9","0 out of 10"
"390185","LEHIGH VALLEY HOSPITAL - HAZLETON","700 EAST BROAD STREET","Hazleton","PA","18201","LUZERNE","1.044474","0 out of 10","0 out of 9","0 out of 10"
"230121","MEMORIAL HEALTHCARE","826 WEST KING STREET","Owosso","MI","48867","SHIAWASSEE","0.941819","3 out of 10","3 out of 9","3 out of 10"
"060031","CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES","2222 N NEVADA AVE","Colorado Springs","CO","80907","EL PASO","0.999394","0 out of 10","1 out of 9","1 out of 10"
"240213","HEALTHEAST WOODWINDS HOSPITAL","1925 WOODWINDS DRIVE","Woodbury","MN","55125","WASHINGTON","0.914865","4 out of 10","0 out of 9","4 out of 10"
"490067","SOUTHSIDE REGIONAL MEDICAL CENTER","200 MEDICAL PARK BOULEVARD","Petersburg","VA","23805","PETERSBURG CITY","1.006639","0 out of 10","0 out of 9","0 out of 10"
"220020","SAINT ANNE'S HOSPITAL","795 MIDDLE STREET","Fall River","MA","02721","BRISTOL","1.024395","0 out of 10","0 out of 9","0 out of 10"
"250007","BILOXI REGIONAL MEDICAL CENTER","150 REYNOIR STREET","Biloxi","MS","39530","HARRISON","0.979501","1 out of 10","0 out of 9","1 out of 10"
"320018","MEMORIAL MEDICAL CENTER INC","2450 SOUTH TELSHOR BLVD","Las Cruces","NM","88011","DONA ANA","1.028029","0 out of 10","0 out of 9","0 out of 10"
"050570","FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER","17100 EUCLID STREET","Fountain Valley","CA","92708","ORANGE","1.072914","0 out of 10","1 out of 9","1 out of 10"
"390028","UPMC MERCY","1400 LOCUST STREET","Pittsburgh","PA","15219","ALLEGHENY","1.068356","0 out of 10","0 out of 9","0 out of 10"
"380037","PROVIDENCE NEWBERG MEDICAL CENTER","1001 PROVIDENCE DRIVE","Newberg","OR","97132","YAMHILL","0.827839","9 out of 10","9 out of 9","9 out of 10"
"330055","NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS","56-45 MAIN STREET","Flushing","NY","11355","QUEENS","1.001185","0 out of 10","0 out of 9","0 out of 10"
"260017","PHELPS COUNTY REGIONAL MEDICAL CENTER","1000 W 10TH ST","Rolla","MO","65401","PHELPS","0.945311","3 out of 10","2 out of 9","3 out of 10"
"260032","BARNES JEWISH HOSPITAL","ONE BARNES-JEWISH HOSPITAL PLAZA","Saint Louis","MO","63110-1003","ST. LOUIS CITY","0.991238","0 out of 10","0 out of 9","0 out of 10"
"510082","SUMMERSVILLE REGIONAL MEDICAL CENTER","400 FAIRVIEW HEIGHTS ROAD","Summersville","WV","26651","NICHOLAS","0.887983","6 out of 10","5 out of 9","6 out of 10"
"260142","FITZGIBBON HOSPITAL","2305 S 65 HIGHWAY","Marshall","MO","65340-0250","SALINE","0.882575","6 out of 10","0 out of 9","6 out of 10"
"310029","OUR LADY OF LOURDES MEDICAL CENTER","1600 HADDON AVENUE","Camden","NJ","08103","CAMDEN","1.020847","0 out of 10","1 out of 9","1 out of 10"
"490079","MEMORIAL HOSPITAL OF MARTINSVILLE & HENRY COUNTY","320 HOSPITAL DRIVE","Martinsville","VA","24115","HENRY","0.994701","0 out of 10","0 out of 9","0 out of 10"
"390070","LOWER BUCKS HOSPITAL","501 BATH ROAD","Bristol","PA","19007","BUCKS","0.982915","1 out of 10","1 out of 9","1 out of 10"
"340069","WAKEMED, RALEIGH CAMPUS","3000 NEW BERN AVE","Raleigh","NC","27610","WAKE","1.008351","0 out of 10","0 out of 9","0 out of 10"
"060028","EXEMPLA SAINT JOSEPH HOSPITAL","1375 EAST 19TH AVE","Denver","CO","80218","DENVER","0.917281","4 out of 10","6 out of 9","6 out of 10"
"490005","WINCHESTER MEDICAL CENTER","220 CAMPUS BLVD SUITE 210","Winchester","VA","22601","WINCHESTER CITY","1.006479","0 out of 10","0 out of 9","0 out of 10"
"150044","FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","1850 STATE ST","New Albany","IN","47150","FLOYD","1.019773","0 out of 10","0 out of 9","0 out of 10"
"160032","SKIFF MEDICAL CENTER","204 NORTH 4TH AVENUE EAST","Newton","IA","50208","JASPER","0.890493","6 out of 10","0 out of 9","6 out of 10"
"020008","BARTLETT REGIONAL HOSPITAL","3260 HOSPITAL DR","Juneau","AK","99801","JUNEAU","0.908666","5 out of 10","0 out of 9","5 out of 10"
"050609","KAISER FOUNDATION HOSPITAL - ANAHEIM","3440 E LA PALMA AVE","Anaheim","CA","92806","ORANGE","0.817612","10 out of 10","9 out of 9","10 out of 10"
"140172","FRANCISCAN ST JAMES HEALTH","20201 S CRAWFORD AVENUE","Olympia Fields","IL","60461","COOK","0.993292","0 out of 10","0 out of 9","0 out of 10"
"360078","ROBINSON MEMORIAL HOSPITAL","6847 N CHESTNUT","Ravenna","OH","44266","PORTAGE","0.985238","0 out of 10","0 out of 9","0 out of 10"
"280128","CHI HEALTH NEBRASKA HEART","7500 SOUTH 91ST ST","Lincoln","NE","68526","LANCASTER","1.018791","0 out of 10","0 out of 9","0 out of 10"
"140239","ROCKFORD MEMORIAL HOSPITAL","2400 NORTH ROCKTON AVENUE","Rockford","IL","61103","WINNEBAGO","1.034099","0 out of 10","0 out of 9","0 out of 10"
"190146","EAST JEFFERSON GENERAL HOSPITAL","4200 HOUMA BLVD","Metairie","LA","70011","JEFFERSON","0.990593","0 out of 10","0 out of 9","0 out of 10"
"140143","ST MARGARETS HOSPITAL","600 E 1ST ST","Spring Valley","IL","61362","BUREAU","1.013367","0 out of 10","0 out of 9","0 out of 10"
"110044","PHOEBE SUMTER MEDICAL CENTER","126 HIGHWAY 280 W","Americus","GA","31719","SUMTER","0.889441","6 out of 10","5 out of 9","6 out of 10"
"110100","JEFFERSON HOSPITAL","1067 PEACHTREE ST","Louisville","GA","30434","JEFFERSON","0.932619","3 out of 10","0 out of 9","3 out of 10"
"040137","ST VINCENT MEDICAL CENTER/NORTH","2215 WILDWOOD AVENUE","Sherwood","AR","72120","PULASKI","1.094336","0 out of 10","0 out of 9","0 out of 10"
"500139","CAPITAL MEDICAL CENTER","3900 CAPITAL MALL DR SW","Olympia","WA","98502","THURSTON","0.938062","3 out of 10","1 out of 9","3 out of 10"
"180104","BAPTIST HEALTH PADUCAH","2501 KENTUCKY AVENUE","Paducah","KY","42003","MCCRACKEN","0.979973","1 out of 10","0 out of 9","1 out of 10"
"020017","ALASKA REGIONAL HOSPITAL","2801 DEBARR ROAD","Anchorage","AK","99508","ANCHORAGE","0.895608","6 out of 10","0 out of 9","6 out of 10"
"030071","FORT DEFIANCE INDIAN HOSPITAL","PO BOX 649","Ft. Defiance","AZ","865040649","APACHE","0.697978","10 out of 10","9 out of 9","10 out of 10"
"500012","YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER","110 SOUTH NINTH AVE","Yakima","WA","98902","YAKIMA","1.003781","0 out of 10","0 out of 9","0 out of 10"
"260005","SSM ST JOSEPH HEALTH CENTER","300 1ST CAPITOL DR","Saint Charles","MO","63301-2844","ST. CHARLES","0.999319","0 out of 10","0 out of 9","0 out of 10"
"170123","WESLEY MEDICAL CENTER","550 N HILLSIDE STREET","Wichita","KS","67214","SEDGWICK","1.017732","0 out of 10","0 out of 9","0 out of 10"
"150146","PARKVIEW NOBLE HOSPITAL","401 SAWYER RD","Kendallville","IN","46755","NOBLE","1.053852","0 out of 10","0 out of 9","0 out of 10"
"230022","COMMUNITY HEALTH CENTER OF BRANCH COUNTY","274 E CHICAGO ST","Coldwater","MI","49036","BRANCH","0.884236","6 out of 10","3 out of 9","6 out of 10"
"230174","NORTH OTTAWA COMMUNITY HEALTH CENTER","1309 SHELDON RD","Grand Haven","MI","49417","OTTAWA","0.973932","1 out of 10","2 out of 9","2 out of 10"
"370023","DUNCAN REGIONAL HOSPITAL, INC","1407 WHISENANT DRIVE","Duncan","OK","73533","STEPHENS","0.915237","4 out of 10","4 out of 9","4 out of 10"
"050038","SANTA CLARA VALLEY MEDICAL CENTER","751 SOUTH BASCOM AVENUE","San Jose","CA","95128","SANTA CLARA","0.976823","1 out of 10","0 out of 9","1 out of 10"
"050007","MILLS-PENINSULA MEDICAL CENTER","1501 TROUSDALE DRIVE","Burlingame","CA","94010","SAN MATEO","0.898919","5 out of 10","0 out of 9","5 out of 10"
"150006","INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL","1007 LINCOLNWAY","La Porte","IN","46350","LA PORTE","0.996853","0 out of 10","1 out of 9","1 out of 10"
"180092","CLARK REGIONAL MEDICAL CENTER","175 HOSPITAL DRIVE","Winchester","KY","40391","CLARK","0.904910","5 out of 10","4 out of 9","5 out of 10"
"500007","ISLAND HOSPITAL","1211  24TH STREET","Anacortes","WA","98221","SKAGIT","0.860173","8 out of 10","7 out of 9","8 out of 10"
"450587","BROWNWOOD REGIONAL MEDICAL CENTER","1501 BURNET DR","Brownwood","TX","76801","BROWN","1.024995","0 out of 10","0 out of 9","0 out of 10"
"450419","TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE","108 DENVER TRAIL","Azle","TX","76020","TARRANT","1.097531","0 out of 10","1 out of 9","1 out of 10"
"380007","LEGACY EMANUEL MEDICAL CENTER","2801 N GANTENBEIN AVENUE","Portland","OR","97227","MULTNOMAH","0.961070","2 out of 10","0 out of 9","2 out of 10"
"180051","JENNIE STUART MEDICAL CENTER","320 WEST 18TH STREET","Hopkinsville","KY","42241","CHRISTIAN","1.029722","0 out of 10","0 out of 9","0 out of 10"
"280003","BRYAN MEDICAL CENTER","1600 SOUTH 48TH ST","Lincoln","NE","68506","LANCASTER","1.020379","0 out of 10","0 out of 9","0 out of 10"
"180116","JACKSON PURCHASE MEDICAL CENTER","1099 MEDICAL CENTER CIRCLE","Mayfield","KY","42066","GRAVES","1.027164","0 out of 10","0 out of 9","0 out of 10"
"340147","NASH GENERAL HOSPITAL","2460 CURTIS ELLIS DRIVE","Rocky Mount","NC","27804","NASH","1.002884","0 out of 10","0 out of 9","0 out of 10"
"370018","JANE PHILLIPS MEDICAL CENTER","3500 EAST FRANK PHILLIPS BOULEVARD","Bartlesville","OK","74006","WASHINGTON","0.943215","3 out of 10","2 out of 9","3 out of 10"
"150150","DUPONT HOSPITAL LLC","2520 E DUPONT RD","Fort Wayne","IN","46825","ALLEN","1.000375","0 out of 10","0 out of 9","0 out of 10"
"310111","CENTRASTATE MEDICAL CENTER","901 WEST MAIN STREET","Freehold","NJ","07728","MONMOUTH","1.060779","0 out of 10","0 out of 9","0 out of 10"
"450804","TEXAS ORTHOPEDIC HOSPITAL","7401 SOUTH MAIN STREET","Houston","TX","77030","HARRIS","0.891586","6 out of 10","3 out of 9","6 out of 10"
"360056","MERCY HOSPITAL FAIRFIELD","3000 MACK ROAD","Fairfield","OH","45014","BUTLER","1.009308","0 out of 10","0 out of 9","0 out of 10"
"100050","PALM SPRINGS GENERAL HOSPITAL","1475 W 49TH ST","Hialeah","FL","33012","DADE","1.093181","0 out of 10","0 out of 9","0 out of 10"
"220033","BEVERLY HOSPITAL CORPORATION","85 HERRICK STREET","Beverly","MA","01915-1790","ESSEX","1.028706","0 out of 10","1 out of 9","1 out of 10"
"250136","WOMAN'S HOSPITAL AT RIVER OAKS","1026 RIVER OAKS DRIVE","Flowood","MS","39232","RANKIN","0.892692","Not Available","Not Available","Not Available"
"370083","PUSHMATAHA CTY-TN OF ANTLERS HOSP AUTH","510 EAST MAIN STREET","Antlers","OK","74523","PUSHMATAHA","0.906599","5 out of 10","6 out of 9","6 out of 10"
"390179","CHESTER COUNTY HOSPITAL","701 EAST MARSHALL STREET","West Chester","PA","19380","CHESTER","1.014996","0 out of 10","0 out of 9","0 out of 10"
"190102","OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC","4801 AMBASSADOR CAFFERY PARKWAY","Lafayette","LA","70508","LAFAYETTE","1.063158","0 out of 10","0 out of 9","0 out of 10"
"010100","THOMAS HOSPITAL","750 MORPHY AVENUE","Fairhope","AL","36532","BALDWIN","0.971533","1 out of 10","0 out of 9","1 out of 10"
"050772","KAISER FOUNDATION HOSPITAL - ROSEVILLE","1600 EUREKA ROAD","Roseville","CA","95661","PLACER","0.715501","10 out of 10","Not Available","10 out of 10"
"060023","ST MARYS HOSPITAL AND MEDICAL CENTER","2635 N 7TH STREET","Grand Junction","CO","81502","MESA","0.991404","0 out of 10","0 out of 9","0 out of 10"
"310110","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON","ONE HAMILTON HEALTH PLACE","Hamilton","NJ","08690","MERCER","1.082498","0 out of 10","0 out of 9","0 out of 10"
"040041","ST MARYS REGIONAL MEDICAL CENTER","1808 WEST MAIN STREET","Russellville","AR","72801","POPE","0.978126","1 out of 10","0 out of 9","1 out of 10"
"110043","ST JOSEPH'S HOSPITAL - SAVANNAH","11705 MERCY BOULEVARD","Savannah","GA","31419","CHATHAM","0.971847","1 out of 10","0 out of 9","1 out of 10"
"110215","PIEDMONT FAYETTE HOSPITAL","1255 HIGHWAY 54 WEST","Fayetteville","GA","30214","FAYETTE","0.953700","2 out of 10","0 out of 9","2 out of 10"
"330353","FOREST HILLS HOSPITAL","102 - 01 66TH ROAD","Forest Hills","NY","11375","QUEENS","1.020670","0 out of 10","0 out of 9","0 out of 10"
"330270","HOSPITAL FOR SPECIAL SURGERY","535 EAST 70TH STREET","New York","NY","10021","NEW YORK","0.995219","0 out of 10","1 out of 9","1 out of 10"
"430014","AVERA ST LUKES","305 S STATE ST  POST OFFICE BOX 4450","Aberdeen","SD","57401","BROWN","0.943151","3 out of 10","2 out of 9","3 out of 10"
"110015","TANNER MEDICAL CENTER VILLA RICA","601 DALLAS HIGHWAY","Villa Rica","GA","30180","CARROLL","0.926145","4 out of 10","0 out of 9","4 out of 10"
"150091","PARKVIEW HUNTINGTON HOSPITAL","2001 STULTS RD","Huntington","IN","46750","HUNTINGTON","0.932307","4 out of 10","0 out of 9","4 out of 10"
"330399","ST BARNABAS HOSPITAL","4422 THIRD AVENUE","Bronx","NY","10457","BRONX","0.896162","6 out of 10","0 out of 9","6 out of 10"
"360074","FLOWER HOSPITAL","5200 HARROUN ROAD","Sylvania","OH","43560","LUCAS","1.031841","0 out of 10","1 out of 9","1 out of 10"
"110026","ELBERT MEMORIAL HOSPITAL","4 MEDICAL DRIVE","Elberton","GA","30635","ELBERT","0.834913","9 out of 10","8 out of 9","9 out of 10"
"390327","WELLSPAN SURGERY AND REHABILITATION HOSPITAL","55 MONUMENT ROAD","York","PA","17403","YORK","0.875703","7 out of 10","Not Available","7 out of 10"
"260061","NEVADA REGIONAL MEDICAL CENTER","800 S ASH ST","Nevada","MO","64772-3223","VERNON","0.929812","4 out of 10","0 out of 9","4 out of 10"
"390211","SHARON REGIONAL HEALTH SYSTEM","740 EAST STATE STREET","Sharon","PA","16146","MERCER","0.999822","0 out of 10","0 out of 9","0 out of 10"
"010040","GADSDEN REGIONAL MEDICAL CENTER","1007 GOODYEAR AVENUE","Gadsden","AL","35903","ETOWAH","1.029581","0 out of 10","1 out of 9","1 out of 10"
"450876","LUBBOCK HEART HOSPITAL LP","4810 NORTH LOOP 289","Lubbock","TX","79416","LUBBOCK","0.950802","2 out of 10","0 out of 9","2 out of 10"
"340129","LAKE NORMAN REGIONAL MEDICAL CENTER","171 FAIRVIEW ROAD","Mooresville","NC","28117","IREDELL","0.998797","0 out of 10","0 out of 9","0 out of 10"
"390304","ROXBOROUGH MEMORIAL HOSPITAL","5800 RIDGE AVE","Philadelphia","PA","19128","PHILADELPHIA","1.062641","0 out of 10","3 out of 9","3 out of 10"
"160013","TRINITY MUSCATINE","1518 MULBERRY AVENUE","Muscatine","IA","52761","MUSCATINE","0.860286","8 out of 10","4 out of 9","8 out of 10"
"360011","MARION GENERAL HOSPITAL","1000 MCKINLEY PARK DRIVE","Marion","OH","43302","MARION","0.963036","2 out of 10","0 out of 9","2 out of 10"
"150030","HENRY COUNTY MEMORIAL HOSPITAL","1000 N 16TH ST","New Castle","IN","47362","HENRY","0.967438","1 out of 10","2 out of 9","2 out of 10"
"370048","MCCURTAIN MEMORIAL HOSPITAL","1301 LINCOLN ROAD","Idabel","OK","74745","MCCURTAIN","1.000847","0 out of 10","1 out of 9","1 out of 10"
